shirt_number,position,name,date_of_birth,age,nationality,club_name,league_name,season
NA,Central Midfield,Connor Ronan,1998-03-06,20,Ireland,Wolves,Premier League,18/19
18,Left Winger,Diogo Jota,1996-12-04,22,Portugal,Wolves,Premier League,18/19
37,Right Winger,Adama Traoré,1996-01-25,22,Spain,Wolves,Premier League,18/19
10,Right Winger,Hélder Costa,1994-01-12,24,Portugal,Wolves,Premier League,18/19
7,Right Winger,Ivan Cavaleiro,1993-10-18,25,Portugal,Wolves,Premier League,18/19
9,Centre-Forward,Raúl Jiménez,1991-05-05,27,Mexico,Wolves,Premier League,18/19
33,Centre-Forward,Léo Bonatini,1994-03-28,24,Brazil,Wolves,Premier League,18/19
NA,Centre-Forward,Joe Mason,1991-05-13,27,Ireland,Wolves,Premier League,18/19
13,Goalkeeper,Wayne Hennessey,1987-01-24,31,Wales,Crystal Palace,Premier League,18/19
31,Goalkeeper,Vicente Guaita,1987-01-10,31,Spain,Crystal Palace,Premier League,18/19
1,Goalkeeper,Julián Speroni,1979-05-18,39,Argentina,Crystal Palace,Premier League,18/19
12,Centre-Back,Mamadou Sakho,1990-02-13,28,France,Crystal Palace,Premier League,18/19
5,Centre-Back,James Tomkins,1989-03-29,29,England,Crystal Palace,Premier League,18/19
44,Centre-Back,Jairo Riedewald,1996-09-09,22,Netherlands,Crystal Palace,Premier League,18/19
6,Centre-Back,Scott Dann,1987-02-14,31,England,Crystal Palace,Premier League,18/19
3,Left-Back,Patrick van Aanholt,1990-08-29,28,Netherlands,Crystal Palace,Premier League,18/19
27,Left-Back,Pape Souaré,1990-06-06,28,Senegal,Crystal Palace,Premier League,18/19
29,Right-Back,Aaron Wan-Bissaka,1997-11-26,21,England,Crystal Palace,Premier League,18/19
2,Right-Back,Joel Ward,1989-10-29,29,England,Crystal Palace,Premier League,18/19
34,Right-Back,Martin Kelly,1990-04-27,28,England,Crystal Palace,Premier League,18/19
4,Defensive Midfield,Luka Milivojevic,1991-04-07,27,Serbia,Crystal Palace,Premier League,18/19
8,Defensive Midfield,Cheikhou Kouyaté,1989-12-21,29,Senegal,Crystal Palace,Premier League,18/19
18,Central Midfield,James McArthur,1987-10-07,31,Scotland,Crystal Palace,Premier League,18/19
NA,Central Midfield,Jordon Mutch,1991-12-02,27,England,Crystal Palace,Premier League,18/19
15,Left Midfield,Jeffrey Schlupp,1992-12-23,26,Ghana,Crystal Palace,Premier League,18/19
7,Attacking Midfield,Max Meyer,1995-09-18,23,Germany,Crystal Palace,Premier League,18/19
42,Attacking Midfield,Jason Puncheon,1986-06-26,32,England,Crystal Palace,Premier League,18/19
20,Attacking Midfield,Jonathan Williams,1993-10-09,25,Wales,Crystal Palace,Premier League,18/19
25,Left Winger,Sullay Kaikai,1995-08-26,23,England,Crystal Palace,Premier League,18/19
11,Right Winger,Wilfried Zaha,1992-11-10,26,Cote d'Ivoire,Crystal Palace,Premier League,18/19
10,Right Winger,Andros Townsend,1991-07-16,27,England,Crystal Palace,Premier League,18/19
17,Centre-Forward,Christian Benteke,1990-12-03,28,Belgium,Crystal Palace,Premier League,18/19
14,Centre-Forward,Jordan Ayew,1991-09-11,27,Ghana,Crystal Palace,Premier League,18/19
9,Centre-Forward,Alexander Sörloth,1995-12-05,23,Norway,Crystal Palace,Premier League,18/19
21,Centre-Forward,Connor Wickham,1993-03-31,25,England,Crystal Palace,Premier League,18/19
27,Goalkeeper,Asmir Begovic,1987-06-20,31,Bosnia-Herzegovina,Bournemouth,Premier League,18/19
1,Goalkeeper,Artur Boruc,1980-02-20,38,Poland,Bournemouth,Premier League,18/19
12,Goalkeeper,Aaron Ramsdale,1998-05-14,20,England,Bournemouth,Premier League,18/19
5,Centre-Back,Nathan Aké,1995-02-18,23,Netherlands,Bournemouth,Premier League,18/19
3,Centre-Back,Steve Cook,1991-04-19,27,England,Bournemouth,Premier League,18/19
26,Centre-Back,Tyrone Mings,1993-03-13,25,England,Bournemouth,Premier League,18/19
25,Centre-Back,Jack Simpson,1997-01-08,21,England,Bournemouth,Premier League,18/19
21,Left-Back,Diego Rico,1993-02-23,25,Spain,Bournemouth,Premier League,18/19
11,Left-Back,Charlie Daniels,1986-09-07,32,England,Bournemouth,Premier League,18/19
15,Right-Back,Adam Smith,1991-04-29,27,England,Bournemouth,Premier League,18/19
2,Right-Back,Simon Francis,1985-02-16,33,England,Bournemouth,Premier League,18/19
8,Defensive Midfield,Jefferson Lerma,1994-10-25,24,Colombia,Bournemouth,Premier League,18/19
16,Central Midfield,Lewis Cook,1997-02-03,21,England,Bournemouth,Premier League,18/19
4,Central Midfield,Dan Gosling,1990-02-01,28,England,Bournemouth,Premier League,18/19
6,Central Midfield,Andrew Surman,1986-08-20,32,England,Bournemouth,Premier League,18/19
22,Central Midfield,Emerson Hyndman,1996-04-07,22,United States,Bournemouth,Premier League,18/19
20,Attacking Midfield,David Brooks,1997-07-08,21,Wales,Bournemouth,Premier League,18/19
24,Left Winger,Ryan Fraser,1994-02-24,24,Scotland,Bournemouth,Premier League,18/19
19,Left Winger,Junior Stanislas,1989-11-26,29,England,Bournemouth,Premier League,18/19
7,Left Winger,Marc Pugh,1987-04-02,31,England,Bournemouth,Premier League,18/19
10,Right Winger,Jordon Ibe,1995-12-08,23,England,Bournemouth,Premier League,18/19
17,Second Striker,Joshua King,1992-01-15,26,Norway,Bournemouth,Premier League,18/19
13,Centre-Forward,Callum Wilson,1992-02-27,26,England,Bournemouth,Premier League,18/19
9,Centre-Forward,Lys Mousset,1996-02-08,22,France,Bournemouth,Premier League,18/19
18,Centre-Forward,Jermain Defoe,1982-10-07,36,England,Bournemouth,Premier League,18/19
26,Goalkeeper,Ben Foster,1983-04-03,35,England,Watford,Premier League,18/19
1,Goalkeeper,Heurelho Gomes,1981-02-15,37,Brazil,Watford,Premier League,18/19
30,Goalkeeper,Pontus Dahlberg,1999-01-21,19,Sweden,Watford,Premier League,18/19
27,Centre-Back,Christian Kabasele,1991-02-24,27,Belgium,Watford,Premier League,18/19
5,Centre-Back,Sebastian Prödl,1987-06-21,31,Austria,Watford,Premier League,18/19
15,Centre-Back,Craig Cathcart,1989-02-06,29,Northern Ireland,Watford,Premier League,18/19
3,Centre-Back,Miguel Britos,1985-07-17,33,Uruguay,Watford,Premier League,18/19
6,Centre-Back,Adrian Mariappa,1986-10-03,32,Jamaica,Watford,Premier League,18/19
24,Centre-Back,Ben Wilmot,1999-11-04,19,England,Watford,Premier League,18/19
11,Left-Back,Adam Masina,1994-01-02,25,Italy,Watford,Premier League,18/19
22,Left-Back,Marvin Zeegelaar,1990-08-12,28,Netherlands,Watford,Premier League,18/19
25,Left-Back,José Holebas,1984-06-27,34,Greece,Watford,Premier League,18/19
2,Right-Back,Daryl Janmaat,1989-07-22,29,Netherlands,Watford,Premier League,18/19
21,Right-Back,Kiko Femenía,1991-02-02,27,Spain,Watford,Premier League,18/19
23,Right-Back,Marc Navarro,1995-07-02,23,Spain,Watford,Premier League,18/19
29,Defensive Midfield,Étienne Capoue,1988-07-11,30,France,Watford,Premier League,18/19
14,Defensive Midfield,Nathaniel Chalobah,1994-12-12,24,England,Watford,Premier League,18/19
16,Central Midfield,Abdoulaye Doucouré,1993-01-01,26,France,Watford,Premier League,18/19
19,Central Midfield,Will Hughes,1995-04-17,23,England,Watford,Premier League,18/19
8,Central Midfield,Tom Cleverley,1989-08-12,29,England,Watford,Premier League,18/19
20,Central Midfield,Domingos Quina,1999-11-18,19,Portugal,Watford,Premier League,18/19
12,Left Midfield,Ken Sema,1993-09-30,25,Sweden,Watford,Premier League,18/19
37,Attacking Midfield,Roberto Pereyra,1991-01-07,27,Argentina,Watford,Premier League,18/19
10,Left Winger,Isaac Success,1996-01-07,22,Nigeria,Watford,Premier League,18/19
7,Right Winger,Gerard Deulofeu,1994-03-13,24,Spain,Watford,Premier League,18/19
18,Centre-Forward,Andre Gray,1991-06-26,27,England,Watford,Premier League,18/19
9,Centre-Forward,Troy Deeney,1988-06-29,30,England,Watford,Premier League,18/19
33,Centre-Forward,Stefano Okaka,1989-08-09,29,Italy,Watford,Premier League,18/19
NA,Centre-Forward,Adalberto Peñaranda,1997-05-31,21,Venezuela,Watford,Premier League,18/19
29,Goalkeeper,Nick Pope,1992-04-19,26,England,Burnley,Premier League,18/19
20,Goalkeeper,Joe Hart,1987-04-19,31,England,Burnley,Premier League,18/19
1,Goalkeeper,Tom Heaton,1986-04-15,32,England,Burnley,Premier League,18/19
22,Goalkeeper,Anders Lindegaard,1984-04-13,34,Denmark,Burnley,Premier League,18/19
30,Goalkeeper,Adam Legzdins,1986-11-28,32,England,Burnley,Premier League,18/19
5,Centre-Back,James Tarkowski,1992-11-19,26,England,Burnley,Premier League,18/19
14,Centre-Back,Ben Gibson,1993-01-15,25,England,Burnley,Premier League,18/19
6,Centre-Back,Ben Mee,1989-09-21,29,England,Burnley,Premier League,18/19
28,Centre-Back,Kevin Long,1990-08-18,28,Ireland,Burnley,Premier League,18/19
3,Left-Back,Charlie Taylor,1993-09-18,25,England,Burnley,Premier League,18/19
23,Left-Back,Stephen Ward,1985-08-20,33,Ireland,Burnley,Premier League,18/19
2,Right-Back,Matthew Lowton,1989-06-09,29,England,Burnley,Premier League,18/19
26,Right-Back,Phil Bardsley,1985-06-28,33,Scotland,Burnley,Premier League,18/19
4,Defensive Midfield,Jack Cork,1989-06-25,29,England,Burnley,Premier League,18/19
18,Defensive Midfield,Ashley Westwood,1990-04-01,28,England,Burnley,Premier League,18/19
13,Central Midfield,Jeff Hendrick,1992-01-31,26,Ireland,Burnley,Premier League,18/19
16,Central Midfield,Steven Defour,1988-04-15,30,Belgium,Burnley,Premier League,18/19
12,Left Midfield,Robbie Brady,1992-01-14,26,Ireland,Burnley,Premier League,18/19
31,Left Winger,Dwight McNeil,1999-11-22,19,England,Burnley,Premier League,18/19
7,Right Winger,Johann Berg Gudmundsson,1990-10-27,28,Iceland,Burnley,Premier League,18/19
25,Right Winger,Aaron Lennon,1987-04-16,31,England,Burnley,Premier League,18/19
NA,Right Winger,Jonathan Walters,1983-09-20,35,Ireland,Burnley,Premier League,18/19
11,Centre-Forward,Chris Wood,1991-12-07,27,New Zealand,Burnley,Premier League,18/19
27,Centre-Forward,Matej Vydra,1992-05-01,26,Czech Republic,Burnley,Premier League,18/19
10,Centre-Forward,Ashley Barnes,1989-10-30,29,England,Burnley,Premier League,18/19
9,Centre-Forward,Sam Vokes,1989-10-21,29,Wales,Burnley,Premier League,18/19
1,Goalkeeper,Mathew Ryan,1992-04-08,26,Australia,Brighton,Premier League,18/19
27,Goalkeeper,David Button,1989-02-27,29,England,Brighton,Premier League,18/19
23,Goalkeeper,Jason Steele,1990-08-18,28,England,Brighton,Premier League,18/19
4,Centre-Back,Shane Duffy,1992-01-01,27,Ireland,Brighton,Premier League,18/19
5,Centre-Back,Lewis Dunk,1991-11-21,27,England,Brighton,Premier League,18/19
NA,Centre-Back,Dan Burn,1992-05-09,26,England,Brighton,Premier League,18/19
14,Centre-Back,Leon Balogun,1988-06-28,30,Nigeria,Brighton,Premier League,18/19
30,Left-Back,Bernardo,1995-05-14,23,Brazil,Brighton,Premier League,18/19
3,Left-Back,Gaëtan Bong,1988-04-25,30,Cameroon,Brighton,Premier League,18/19
29,Left-Back,Markus Suttner,1987-04-16,31,Austria,Brighton,Premier League,18/19
22,Right-Back,Martín Montoya,1991-04-14,27,Spain,Brighton,Premier League,18/19
21,Right-Back,Ezequiel Schelotto,1989-05-23,29,Italy,Brighton,Premier League,18/19
2,Right-Back,Bruno,1980-10-01,38,Spain,Brighton,Premier League,18/19
8,Central Midfield,Yves Bissouma,1996-08-30,22,Mali,Brighton,Premier League,18/19
24,Central Midfield,Davy Pröpper,1991-09-02,27,Netherlands,Brighton,Premier League,18/19
13,Central Midfield,Pascal Groß,1991-06-15,27,Germany,Brighton,Premier League,18/19
6,Central Midfield,Dale Stephens,1989-12-12,29,England,Brighton,Premier League,18/19
7,Central Midfield,Beram Kayal,1988-05-02,30,Israel,Brighton,Premier League,18/19
20,Left Midfield,Solly March,1994-07-20,24,England,Brighton,Premier League,18/19
19,Left Winger,José Izquierdo,1992-07-07,26,Colombia,Brighton,Premier League,18/19
16,Right Winger,Alireza Jahanbakhsh,1993-08-11,25,Iran,Brighton,Premier League,18/19
11,Right Winger,Anthony Knockaert,1991-11-20,27,France,Brighton,Premier League,18/19
9,Centre-Forward,Jürgen Locadia,1993-11-07,25,Netherlands,Brighton,Premier League,18/19
10,Centre-Forward,Florin Andone,1993-04-11,25,Romania,Brighton,Premier League,18/19
17,Centre-Forward,Glenn Murray,1983-09-25,35,England,Brighton,Premier League,18/19
12,Goalkeeper,Martin Dubravka,1989-01-15,29,Slovakia,Newcastle,Premier League,18/19
26,Goalkeeper,Karl Darlow,1990-10-08,28,England,Newcastle,Premier League,18/19
1,Goalkeeper,Rob Elliot,1986-04-30,32,Ireland,Newcastle,Premier League,18/19
41,Goalkeeper,Freddie Woodman,1997-03-04,21,England,Newcastle,Premier League,18/19
6,Centre-Back,Jamaal Lascelles,1993-11-11,25,England,Newcastle,Premier League,18/19
18,Centre-Back,Federico Fernández,1989-02-21,29,Argentina,Newcastle,Premier League,18/19
20,Centre-Back,Florian Lejeune,1991-05-20,27,France,Newcastle,Premier League,18/19
2,Centre-Back,Ciaran Clark,1989-09-26,29,Ireland,Newcastle,Premier League,18/19
5,Centre-Back,Fabian Schär,1991-12-20,27,Switzerland,Newcastle,Premier League,18/19
3,Left-Back,Paul Dummett,1991-09-26,27,Wales,Newcastle,Premier League,18/19
33,Left-Back,Achraf Lazaar,1992-01-22,26,Morocco,Newcastle,Premier League,18/19
22,Right-Back,DeAndre Yedlin,1993-07-09,25,United States,Newcastle,Premier League,18/19
19,Right-Back,Javier Manquillo,1994-05-05,24,Spain,Newcastle,Premier League,18/19
14,Defensive Midfield,Isaac Hayden,1995-03-22,23,England,Newcastle,Premier League,18/19
4,Defensive Midfield,Sung-yong Ki,1989-01-24,29,"Korea, South",Newcastle,Premier League,18/19
8,Central Midfield,Jonjo Shelvey,1992-02-27,26,England,Newcastle,Premier League,18/19
10,Central Midfield,Mohamed Diamé,1987-06-14,31,Senegal,Newcastle,Premier League,18/19
11,Right Midfield,Matt Ritchie,1989-09-10,29,Scotland,Newcastle,Premier League,18/19
15,Left Midfield,Kenedy,1996-02-08,22,Brazil,Newcastle,Premier League,18/19
30,Left Winger,Christian Atsu,1992-01-10,26,Ghana,Newcastle,Premier League,18/19
NA,Left Winger,Rolando Aarons,1995-11-16,23,England,Newcastle,Premier League,18/19
7,Right Winger,Jacob Murphy,1995-02-24,23,England,Newcastle,Premier League,18/19
17,Second Striker,Ayoze Pérez,1993-07-29,25,Spain,Newcastle,Premier League,18/19
9,Centre-Forward,José Salomón Rondón,1989-09-16,29,Venezuela,Newcastle,Premier League,18/19
13,Centre-Forward,Yoshinori Muto,1992-07-15,26,Japan,Newcastle,Premier League,18/19
21,Centre-Forward,Joselu,1990-03-27,28,Spain,Newcastle,Premier League,18/19
1,Goalkeeper,Jonas Lössl,1989-02-01,29,Denmark,Huddersfield,Premier League,18/19
12,Goalkeeper,Ben Hamer,1987-11-20,31,England,Huddersfield,Premier League,18/19
31,Goalkeeper,Ryan Schofield,1999-12-11,19,England,Huddersfield,Premier League,18/19
5,Centre-Back,Terence Kongolo,1994-02-14,24,Netherlands,Huddersfield,Premier League,18/19
26,Centre-Back,Christopher Schindler,1990-04-29,28,Germany,Huddersfield,Premier League,18/19
25,Centre-Back,Zanka,1990-04-23,28,Denmark,Huddersfield,Premier League,18/19
27,Centre-Back,Jon Gorenc-Stankovic,1996-01-14,22,Slovenia,Huddersfield,Premier League,18/19
15,Left-Back,Chris Löwe,1989-04-16,29,Germany,Huddersfield,Premier League,18/19
33,Right-Back,Florent Hadergjonaj,1994-07-31,24,Switzerland,Huddersfield,Premier League,18/19
2,Right-Back,Tom Smith,1992-04-14,26,England,Huddersfield,Premier League,18/19
37,Right-Back,Erik Durm,1992-05-12,26,Germany,Huddersfield,Premier League,18/19
19,Defensive Midfield,Danny Williams,1989-03-08,29,United States,Huddersfield,Premier League,18/19
10,Central Midfield,Aaron Mooy,1990-09-15,28,Australia,Huddersfield,Premier League,18/19
8,Central Midfield,Philip Billing,1996-06-11,22,Denmark,Huddersfield,Premier League,18/19
6,Central Midfield,Jonathan Hogg,1988-12-06,30,England,Huddersfield,Premier League,18/19
7,Central Midfield,Juninho Bacuna,1997-08-07,21,Netherlands,Huddersfield,Premier League,18/19
21,Attacking Midfield,Alex Pritchard,1993-05-03,25,England,Huddersfield,Premier League,18/19
29,Attacking Midfield,Abdelhamid Sabiri,1996-11-28,22,Germany,Huddersfield,Premier League,18/19
18,Right Winger,Isaac Mbenza,1996-03-08,22,Belgium,Huddersfield,Premier League,18/19
9,Right Winger,Elias Kachunga,1992-04-22,26,DR Congo,Huddersfield,Premier League,18/19
24,Centre-Forward,Steve Mounié,1994-09-29,24,Benin,Huddersfield,Premier League,18/19
11,Centre-Forward,Adama Diakhaby,1996-07-05,22,France,Huddersfield,Premier League,18/19
20,Centre-Forward,Laurent Depoitre,1988-12-07,30,Belgium,Huddersfield,Premier League,18/19
23,Centre-Forward,Collin Quaner,1991-06-18,27,Germany,Huddersfield,Premier League,18/19
1,Goalkeeper,Neil Etheridge,1990-02-07,28,Philippines,Cardiff,Premier League,18/19
12,Goalkeeper,Alex Smithies,1990-03-05,28,England,Cardiff,Premier League,18/19
28,Goalkeeper,Brian Murphy,1983-05-07,35,Ireland,Cardiff,Premier League,18/19
4,Centre-Back,Sean Morrison,1991-01-08,27,England,Cardiff,Premier League,18/19
5,Centre-Back,Bruno Ecuele Manga,1988-07-16,30,Gabon,Cardiff,Premier League,18/19
22,Centre-Back,Sol Bamba,1985-01-13,33,Cote d'Ivoire,Cardiff,Premier League,18/19
16,Centre-Back,Matthew Connolly,1987-09-24,31,England,Cardiff,Premier League,18/19
18,Left-Back,Greg Cunningham,1991-01-31,27,Ireland,Cardiff,Premier League,18/19
3,Left-Back,Joe Bennett,1990-03-28,28,England,Cardiff,Premier League,18/19
2,Right-Back,Lee Peltier,1986-12-11,32,England,Cardiff,Premier League,18/19
6,Right-Back,Jazz Richards,1991-04-12,27,Wales,Cardiff,Premier League,18/19
7,Central Midfield,Harry Arter,1989-12-28,29,Ireland,Cardiff,Premier League,18/19
21,Central Midfield,Víctor Camarasa,1994-05-28,24,Spain,Cardiff,Premier League,18/19
8,Central Midfield,Joe Ralls,1993-10-13,25,England,Cardiff,Premier League,18/19
13,Central Midfield,Callum Paterson,1994-10-13,24,Scotland,Cardiff,Premier League,18/19
17,Central Midfield,Aron Gunnarsson,1989-04-22,29,Iceland,Cardiff,Premier League,18/19
20,Central Midfield,Loïc Damour,1991-01-08,27,France,Cardiff,Premier League,18/19
23,Right Midfield,Kadeem Harris,1993-06-08,25,England,Cardiff,Premier League,18/19
14,Attacking Midfield,Bobby Reid,1993-02-02,25,England,Cardiff,Premier League,18/19
11,Left Winger,Josh Murphy,1995-02-24,23,England,Cardiff,Premier League,18/19
33,Left Winger,Junior Hoilett,1990-06-05,28,Canada,Cardiff,Premier League,18/19
NA,Left Winger,Anthony Pilkington,1988-06-06,30,Ireland,Cardiff,Premier League,18/19
19,Right Winger,Nathaniel Mendez-Laing,1992-04-15,26,England,Cardiff,Premier League,18/19
NA,Second Striker,Lee Tomlin,1989-01-12,29,England,Cardiff,Premier League,18/19
10,Centre-Forward,Kenneth Zohore,1994-01-31,24,Denmark,Cardiff,Premier League,18/19
24,Centre-Forward,Gary Madine,1990-08-24,28,England,Cardiff,Premier League,18/19
9,Centre-Forward,Danny Ward,1990-12-09,28,England,Cardiff,Premier League,18/19
1,Goalkeeper,Jack Butland,1993-03-10,25,England,Stoke City,Championship,18/19
32,Goalkeeper,Adam Federici,1985-01-31,33,Australia,Stoke City,Championship,18/19
29,Goalkeeper,Jakob Haugaard,1992-05-01,26,Denmark,Stoke City,Championship,18/19
15,Centre-Back,Bruno Martins Indi,1992-02-08,26,Netherlands,Stoke City,Championship,18/19
17,Centre-Back,Ryan Shawcross,1987-10-04,31,England,Stoke City,Championship,18/19
5,Centre-Back,Ashley Williams,1984-08-23,34,Wales,Stoke City,Championship,18/19
3,Left-Back,Erik Pieters,1988-08-07,30,Netherlands,Stoke City,Championship,18/19
12,Left-Back,Josh Tymon,1999-05-22,19,England,Stoke City,Championship,18/19
2,Right-Back,Moritz Bauer,1992-01-25,26,Austria,Stoke City,Championship,18/19
23,Right-Back,Cuco Martina,1989-09-25,29,Curacao,Stoke City,Championship,18/19
30,Right-Back,Tom Edwards,1999-01-22,19,England,Stoke City,Championship,18/19
4,Central Midfield,Joe Allen,1990-03-14,28,Wales,Stoke City,Championship,18/19
8,Central Midfield,Oghenekaro Etebo,1995-11-09,23,Nigeria,Stoke City,Championship,18/19
16,Central Midfield,Charlie Adam,1985-12-10,33,Scotland,Stoke City,Championship,18/19
24,Central Midfield,Darren Fletcher,1984-02-01,34,Scotland,Stoke City,Championship,18/19
33,Central Midfield,Lasse Sörensen,1999-10-21,19,Denmark,Stoke City,Championship,18/19
22,Left Midfield,Sam Clucas,1990-09-25,28,England,Stoke City,Championship,18/19
