shirt_number,position,name,date_of_birth,age,nationality,club_name,league_name
11,Left Wing,Richarlison,1997-05-10,20,Brazil,Watford,Premier League
10,Left Wing,Isaac Success,1996-01-07,22,Nigeria,Watford,Premier League
28,Right Wing,André Carrillo,1991-06-14,26,Peru,Watford,Premier League
18,Centre-Forward,Andre Gray,1991-06-26,26,England,Watford,Premier League
9,Centre-Forward,Troy Deeney,1988-06-29,29,England,Watford,Premier League
33,Centre-Forward,Stefano Okaka,1989-08-09,28,Italy,Watford,Premier League
17,Centre-Forward,Jerome Sinclair,1996-09-20,21,England,Watford,Premier League
1,Keeper,Ben Foster,1983-04-03,34,England,West Brom,Premier League
13,Keeper,Boaz Myhill,1982-11-09,35,Wales,West Brom,Premier League
6,Centre-Back,Jonny Evans,1988-01-03,30,Northern Ireland,West Brom,Premier League
26,Centre-Back,Ahmed Hegazy,1991-01-25,26,Egypt,West Brom,Premier League
23,Centre-Back,Gareth McAuley,1979-12-05,38,Northern Ireland,West Brom,Premier League
3,Left-Back,Kieran Gibbs,1989-09-26,28,England,West Brom,Premier League
25,Right-Back,Craig Dawson,1990-05-06,27,England,West Brom,Premier League
2,Right-Back,Allan Nyom,1988-05-10,29,Cameroon,West Brom,Premier League
NA,Right-Back,Kane Wilson,2000-03-11,17,England,West Brom,Premier League
20,Defensive Midfield,Grzegorz Krychowiak,1990-01-29,27,Poland,West Brom,Premier League
8,Defensive Midfield,Jake Livermore,1989-11-14,28,England,West Brom,Premier League
5,Defensive Midfield,Claudio Yacob,1987-07-18,30,Argentina,West Brom,Premier League
18,Defensive Midfield,Gareth Barry,1981-02-23,36,England,West Brom,Premier League
7,Central Midfield,James Morrison,1986-05-25,31,Scotland,West Brom,Premier League
28,Central Midfield,Sam Field,1998-05-08,19,England,West Brom,Premier League
34,Central Midfield,Rekeem Harper,2000-03-08,17,England,West Brom,Premier League
11,Left Midfield,Chris Brunt,1984-12-14,33,Northern Ireland,West Brom,Premier League
22,Left Wing,Nacer Chadli,1989-08-02,28,Belgium,West Brom,Premier League
14,Left Wing,James McClean,1989-04-22,28,Ireland,West Brom,Premier League
4,Left Wing,Hal Robson-Kanu,1989-05-21,28,Wales,West Brom,Premier League
17,Right Wing,Oliver Burke,1997-04-07,20,Scotland,West Brom,Premier League
10,Right Wing,Matt Phillips,1991-03-13,26,Scotland,West Brom,Premier League
45,Right Wing,Jonathan Leko,1999-04-24,18,England,West Brom,Premier League
9,Centre-Forward,José Salomón Rondón,1989-09-16,28,Venezuela,West Brom,Premier League
19,Centre-Forward,Jay Rodríguez,1989-07-29,28,England,West Brom,Premier League
1,Keeper,Lukasz Fabianski,1985-04-18,32,Poland,Swansea,Premier League
25,Keeper,Erwin Mulder,1989-03-03,28,Netherlands,Swansea,Premier League
13,Keeper,Kristoffer Nordfeldt,1989-06-23,28,Sweden,Swansea,Premier League
6,Centre-Back,Alfie Mawson,1994-01-19,23,England,Swansea,Premier League
33,Centre-Back,Federico Fernández,1989-02-21,28,Argentina,Swansea,Premier League
27,Centre-Back,Kyle Bartley,1991-05-22,26,England,Swansea,Premier League
5,Centre-Back,Mike van der Hoorn,1992-10-15,25,Netherlands,Swansea,Premier League
16,Left-Back,Martin Olsson,1988-05-17,29,Sweden,Swansea,Premier League
26,Right-Back,Kyle Naughton,1988-11-11,29,England,Swansea,Premier League
22,Right-Back,Ángel Rangel,1982-10-28,35,Spain,Swansea,Premier League
4,Defensive Midfield,Sung-Yong Ki,1989-01-24,28,"Korea, South",Swansea,Premier League
35,Central Midfield,Renato Sanches,1997-08-18,20,Portugal,Swansea,Premier League
51,Central Midfield,Roque Mesa,1989-06-07,28,Spain,Swansea,Premier League
8,Central Midfield,Leroy Fer,1990-01-05,28,Netherlands,Swansea,Premier League
14,Central Midfield,Tom Carroll,1992-05-28,25,England,Swansea,Premier League
7,Central Midfield,Leon Britton,1982-09-16,35,England,Swansea,Premier League
56,Central Midfield,Jay Fulton,1994-04-04,23,Scotland,Swansea,Premier League
17,Left Midfield,Sam Clucas,1990-09-25,27,England,Swansea,Premier League
15,Left Wing,Wayne Routledge,1985-01-07,33,England,Swansea,Premier League
46,Left Wing,Kenji Gorré,1994-09-29,23,Curacao,Swansea,Premier League
11,Right Wing,Luciano Narsingh,1990-09-13,27,Netherlands,Swansea,Premier League
12,Right Wing,Nathan Dyer,1987-11-29,30,England,Swansea,Premier League
2,Centre-Forward,Wilfried Bony,1988-12-10,29,Cote d'Ivoire,Swansea,Premier League
10,Centre-Forward,Tammy Abraham,1997-10-02,20,England,Swansea,Premier League
18,Centre-Forward,Jordan Ayew,1991-09-11,26,Ghana,Swansea,Premier League
62,Centre-Forward,Oliver McBurnie,1996-06-04,21,Scotland,Swansea,Premier League
26,Keeper,Karl Darlow,1990-10-08,27,England,Newcastle,Premier League
1,Keeper,Rob Elliot,1986-04-30,31,Ireland,Newcastle,Premier League
41,Keeper,Freddie Woodman,1997-03-04,20,England,Newcastle,Premier League
6,Centre-Back,Jamaal Lascelles,1993-11-11,24,England,Newcastle,Premier League
18,Centre-Back,Chancel Mbemba,1994-08-08,23,DR Congo,Newcastle,Premier League
20,Centre-Back,Florian Lejeune,1991-05-20,26,France,Newcastle,Premier League
2,Centre-Back,Ciaran Clark,1989-09-26,28,Ireland,Newcastle,Premier League
38,Centre-Back,Curtis Good,1993-03-23,24,Australia,Newcastle,Premier League
3,Left-Back,Paul Dummett,1991-09-26,26,Wales,Newcastle,Premier League
25,Left-Back,Massadio Haidara,1992-12-02,25,France,Newcastle,Premier League
19,Right-Back,Javier Manquillo,1994-05-05,23,Spain,Newcastle,Premier League
22,Right-Back,DeAndre Yedlin,1993-07-09,24,United States,Newcastle,Premier League
27,Right-Back,Jesús Gámez,1985-04-10,32,Spain,Newcastle,Premier League
23,Defensive Midfield,Mikel Merino,1996-06-22,21,Spain,Newcastle,Premier League
14,Defensive Midfield,Isaac Hayden,1995-03-22,22,England,Newcastle,Premier League
4,Defensive Midfield,Jack Colback,1989-10-24,28,England,Newcastle,Premier League
8,Central Midfield,Jonjo Shelvey,1992-02-27,25,England,Newcastle,Premier League
10,Central Midfield,Mohamed Diamé,1987-06-14,30,Senegal,Newcastle,Premier League
11,Right Midfield,Matt Ritchie,1989-09-10,28,Scotland,Newcastle,Premier League
24,Attacking Midfield,Henri Saivet,1990-10-26,27,Senegal,Newcastle,Premier League
30,Left Wing,Christian Atsu,1992-01-10,26,Ghana,Newcastle,Premier League
16,Left Wing,Rolando Aarons,1995-11-16,22,England,Newcastle,Premier League
7,Right Wing,Jacob Murphy,1995-02-24,22,England,Newcastle,Premier League
17,Secondary Striker,Ayoze Pérez,1993-07-29,24,Spain,Newcastle,Premier League
9,Centre-Forward,Dwight Gayle,1990-10-20,27,England,Newcastle,Premier League
45,Centre-Forward,Aleksandar Mitrovic,1994-09-16,23,Serbia,Newcastle,Premier League
21,Centre-Forward,Joselu,1990-03-27,27,Spain,Newcastle,Premier League
NA,Centre-Forward,Ivan Toney,1996-03-16,21,England,Newcastle,Premier League
27,Keeper,Asmir Begovic,1987-06-20,30,Bosnia-Herzegovina,Bournemouth,Premier League
NA,Keeper,Adam Federici,1985-01-31,32,Australia,Bournemouth,Premier League
1,Keeper,Artur Boruc,1980-02-20,37,Poland,Bournemouth,Premier League
NA,Keeper,Ryan Allsop,1992-06-17,25,England,Bournemouth,Premier League
NA,Defence,Oliver Harfield,1998-01-09,20,England,Bournemouth,Premier League
5,Centre-Back,Nathan Aké,1995-02-18,22,Netherlands,Bournemouth,Premier League
3,Centre-Back,Steve Cook,1991-04-19,26,England,Bournemouth,Premier League
26,Centre-Back,Tyrone Mings,1993-03-13,24,England,Bournemouth,Premier League
11,Left-Back,Charlie Daniels,1986-09-07,31,England,Bournemouth,Premier League
14,Left-Back,Brad Smith,1994-04-09,23,Australia,Bournemouth,Premier League
29,Left-Back,Rhoys Wiggins,1987-11-04,30,Wales,Bournemouth,Premier League
15,Right-Back,Adam Smith,1991-04-29,26,England,Bournemouth,Premier League
2,Right-Back,Simon Francis,1985-02-16,32,England,Bournemouth,Premier League
8,Central Midfield,Harry Arter,1989-12-28,28,Ireland,Bournemouth,Premier League
16,Central Midfield,Lewis Cook,1997-02-03,20,England,Bournemouth,Premier League
4,Central Midfield,Dan Gosling,1990-02-01,27,England,Bournemouth,Premier League
6,Central Midfield,Andrew Surman,1986-08-20,31,England,Bournemouth,Premier League
22,Central Midfield,Emerson Hyndman,1996-04-07,21,United States,Bournemouth,Premier League
24,Left Wing,Ryan Fraser,1994-02-24,23,Scotland,Bournemouth,Premier League
19,Left Wing,Junior Stanislas,1989-11-26,28,England,Bournemouth,Premier League
7,Left Wing,Marc Pugh,1987-04-02,30,England,Bournemouth,Premier League
33,Right Wing,Jordon Ibe,1995-12-08,22,England,Bournemouth,Premier League
23,Right Wing,Connor Mahoney,1997-02-12,20,England,Bournemouth,Premier League
17,Secondary Striker,Joshua King,1992-01-15,25,Norway,Bournemouth,Premier League
9,Centre-Forward,Benik Afobe,1993-02-12,24,DR Congo,Bournemouth,Premier League
13,Centre-Forward,Callum Wilson,1992-02-27,25,England,Bournemouth,Premier League
31,Centre-Forward,Lys Mousset,1996-02-08,21,France,Bournemouth,Premier League
18,Centre-Forward,Jermain Defoe,1982-10-07,35,England,Bournemouth,Premier League
NA,Centre-Forward,Lewis Grabban,1988-01-12,29,Jamaica,Bournemouth,Premier League
29,Keeper,Nick Pope,1992-04-19,25,England,Burnley,Premier League
1,Keeper,Tom Heaton,1986-04-15,31,England,Burnley,Premier League
22,Keeper,Anders Lindegaard,1984-04-13,33,Denmark,Burnley,Premier League
30,Keeper,Adam Legzdins,1986-11-28,31,England,Burnley,Premier League
6,Centre-Back,Ben Mee,1989-09-21,28,England,Burnley,Premier League
5,Centre-Back,James Tarkowski,1992-11-19,25,England,Burnley,Premier League
28,Centre-Back,Kevin Long,1990-08-18,27,Ireland,Burnley,Premier League
3,Left-Back,Charlie Taylor,1993-09-18,24,England,Burnley,Premier League
23,Left-Back,Stephen Ward,1985-08-20,32,Ireland,Burnley,Premier League
2,Right-Back,Matthew Lowton,1989-06-09,28,England,Burnley,Premier League
26,Right-Back,Phil Bardsley,1985-06-28,32,Scotland,Burnley,Premier League
4,Defensive Midfield,Jack Cork,1989-06-25,28,England,Burnley,Premier League
18,Defensive Midfield,Ashley Westwood,1990-04-01,27,England,Burnley,Premier League
13,Central Midfield,Jeff Hendrick,1992-01-31,25,Ireland,Burnley,Premier League
16,Central Midfield,Steven Defour,1988-04-15,29,Belgium,Burnley,Premier League
8,Central Midfield,Dean Marney,1984-01-31,33,England,Burnley,Premier League
20,Central Midfield,Fredrik Ulvestad,1992-05-19,25,Norway,Burnley,Premier League
41,Central Midfield,Aiden O'Neill,1998-07-04,19,Australia,Burnley,Premier League
12,Left Midfield,Robbie Brady,1992-01-14,25,Ireland,Burnley,Premier League
37,Left Midfield,Scott Arfield,1988-11-01,29,Canada,Burnley,Premier League
7,Left Wing,Georges-Kevin N'Koudou,1995-02-13,22,France,Burnley,Premier League
17,Right Wing,Johann Berg Gudmundsson,1990-10-27,27,Iceland,Burnley,Premier League
19,Right Wing,Jonathan Walters,1983-09-20,34,Ireland,Burnley,Premier League
10,Secondary Striker,Ashley Barnes,1989-10-30,28,England,Burnley,Premier League
11,Centre-Forward,Chris Wood,1991-12-07,26,New Zealand,Burnley,Premier League
9,Centre-Forward,Sam Vokes,1989-10-21,28,Wales,Burnley,Premier League
21,Centre-Forward,Nahki Wells,1990-06-01,27,Bermuda,Burnley,Premier League
1,Keeper,Mathew Ryan,1992-04-08,25,Australia,Brighton,Premier League
26,Keeper,Tim Krul,1988-04-03,29,Netherlands,Brighton,Premier League
12,Keeper,Niki Mäenpää,1985-01-23,32,Finland,Brighton,Premier League
22,Centre-Back,Shane Duffy,1992-01-01,26,Ireland,Brighton,Premier League
5,Centre-Back,Lewis Dunk,1991-11-21,26,England,Brighton,Premier League
4,Centre-Back,Uwe Hünemeier,1986-01-09,32,Germany,Brighton,Premier League
18,Centre-Back,Connor Goldson,1992-12-18,25,England,Brighton,Premier League
29,Left-Back,Markus Suttner,1987-04-16,30,Austria,Brighton,Premier League
3,Left-Back,Gaëtan Bong,1988-04-25,29,Cameroon,Brighton,Premier League
21,Right-Back,Ezequiel Schelotto,1989-05-23,28,Italy,Brighton,Premier League
38,Right-Back,Ales Mateju,1996-06-03,21,Czech Republic,Brighton,Premier League
23,Right-Back,Liam Rosenior,1984-07-09,33,England,Brighton,Premier League
2,Right-Back,Bruno,1980-10-01,37,Spain,Brighton,Premier League
24,Central Midfield,Davy Pröpper,1991-09-02,26,Netherlands,Brighton,Premier League
13,Central Midfield,Pascal Groß,1991-06-15,26,Germany,Brighton,Premier League
6,Central Midfield,Dale Stephens,1989-12-12,28,England,Brighton,Premier League
7,Central Midfield,Biram Kayal,1988-05-02,29,Israel,Brighton,Premier League
14,Central Midfield,Steve Sidwell,1982-12-14,35,England,Brighton,Premier League
NA,Central Midfield,Mathias Normann,1996-05-28,21,Norway,Brighton,Premier League
20,Right Midfield,Solly March,1994-07-20,23,England,Brighton,Premier League
19,Left Wing,José Izquierdo,1992-07-07,25,Colombia,Brighton,Premier League
8,Left Wing,Jirí Skalák,1992-03-12,25,Czech Republic,Brighton,Premier League
30,Left Wing,Kazenga LuaLua,1990-12-10,27,DR Congo,Brighton,Premier League
39,Left Wing,Soufyan Ahannach,1995-09-09,22,Netherlands,Brighton,Premier League
11,Right Wing,Anthony Knockaert,1991-11-20,26,France,Brighton,Premier League
37,Secondary Striker,Isaiah Brown,1997-01-07,21,England,Brighton,Premier League
9,Centre-Forward,Sam Baldock,1989-03-15,28,England,Brighton,Premier League
17,Centre-Forward,Glenn Murray,1983-09-25,34,England,Brighton,Premier League
10,Centre-Forward,Tomer Hemed,1987-05-02,30,Israel,Brighton,Premier League
1,Keeper,Jonas Lössl,1989-02-01,28,Denmark,Huddersfield,Premier League
13,Keeper,Joel Coleman,1995-09-26,22,England,Huddersfield,Premier League
28,Keeper,Robert Green,1980-01-18,37,England,Huddersfield,Premier League
5,Centre-Back,Terence Kongolo,1994-02-14,23,Netherlands,Huddersfield,Premier League
25,Centre-Back,Zanka,1990-04-23,27,Denmark,Huddersfield,Premier League
26,Centre-Back,Christopher Schindler,1990-04-29,27,Germany,Huddersfield,Premier League
44,Centre-Back,Michael Hefele,1990-09-01,27,Germany,Huddersfield,Premier League
14,Centre-Back,Martin Cranie,1986-09-26,31,England,Huddersfield,Premier League
27,Centre-Back,Jon Gorenc-Stankovic,1996-01-14,21,Slovenia,Huddersfield,Premier League
3,Left-Back,Scott Malone,1991-03-25,26,England,Huddersfield,Premier League
15,Left-Back,Chris Löwe,1989-04-16,28,Germany,Huddersfield,Premier League
2,Right-Back,Tom Smith,1992-04-14,25,England,Huddersfield,Premier League
33,Right-Back,Florent Hadergjonaj,1994-07-31,23,Switzerland,Huddersfield,Premier League
19,Defensive Midfield,Danny Williams,1989-03-08,28,United States,Huddersfield,Premier League
10,Central Midfield,Aaron Mooy,1990-09-15,27,Australia,Huddersfield,Premier League
6,Central Midfield,Jonathan Hogg,1988-12-06,29,England,Huddersfield,Premier League
8,Central Midfield,Philip Billing,1996-06-11,21,Denmark,Huddersfield,Premier League
4,Central Midfield,Dean Whitehead,1982-01-21,35,England,Huddersfield,Premier League
11,Attacking Midfield,Abdelhamid Sabiri,1996-11-28,21,Morocco,Huddersfield,Premier League
22,Left Wing,Tom Ince,1992-01-30,25,England,Huddersfield,Premier League
17,Left Wing,Rajiv van La Parra,1991-06-04,26,Netherlands,Huddersfield,Premier League
18,Right Wing,Joe Lolley,1992-08-25,25,England,Huddersfield,Premier League
24,Centre-Forward,Steve Mounié,1994-09-29,23,Benin,Huddersfield,Premier League
20,Centre-Forward,Laurent Depoitre,1988-12-07,29,Belgium,Huddersfield,Premier League
9,Centre-Forward,Elias Kachunga,1992-04-22,25,DR Congo,Huddersfield,Premier League
23,Centre-Forward,Collin Quaner,1991-06-18,26,Germany,Huddersfield,Premier League
1,Keeper,Manuel Neuer,1986-03-27,31,Germany,Bayern Munich,1.Bundesliga
26,Keeper,Sven Ulreich,1988-08-03,29,Germany,Bayern Munich,1.Bundesliga
36,Keeper,Christian Früchtl,2000-01-28,17,Germany,Bayern Munich,1.Bundesliga
22,Keeper,Tom Starke,1981-03-18,36,Germany,Bayern Munich,1.Bundesliga
5,Centre-Back,Mats Hummels,1988-12-16,29,Germany,Bayern Munich,1.Bundesliga
17,Centre-Back,Jérôme Boateng,1988-09-03,29,Germany,Bayern Munich,1.Bundesliga
4,Centre-Back,Niklas Süle,1995-09-03,22,Germany,Bayern Munich,1.Bundesliga
20,Centre-Back,Felix Götze,1998-02-11,19,Germany,Bayern Munich,1.Bundesliga
27,Left-Back,David Alaba,1992-06-24,25,Austria,Bayern Munich,1.Bundesliga
14,Left-Back,Juan Bernat,1993-03-01,24,Spain,Bayern Munich,1.Bundesliga
34,Left-Back,Marco Friedl,1998-03-16,19,Austria,Bayern Munich,1.Bundesliga
32,Right-Back,Joshua Kimmich,1995-02-08,22,Germany,Bayern Munich,1.Bundesliga
13,Right-Back,Rafinha,1985-09-07,32,Brazil,Bayern Munich,1.Bundesliga
8,Defensive Midfield,Javi Martínez,1988-09-02,29,Spain,Bayern Munich,1.Bundesliga
19,Defensive Midfield,Sebastian Rudy,1990-02-28,27,Germany,Bayern Munich,1.Bundesliga
30,Defensive Midfield,Niklas Dorsch,1998-01-15,19,Germany,Bayern Munich,1.Bundesliga
6,Central Midfield,Thiago,1991-04-11,26,Spain,Bayern Munich,1.Bundesliga
24,Central Midfield,Corentin Tolisso,1994-08-03,23,France,Bayern Munich,1.Bundesliga
23,Central Midfield,Arturo Vidal,1987-05-22,30,Chile,Bayern Munich,1.Bundesliga
11,Attacking Midfield,James Rodríguez,1991-07-12,26,Colombia,Bayern Munich,1.Bundesliga
40,Attacking Midfield,Fabian Benko,1998-06-05,19,Croatia,Bayern Munich,1.Bundesliga
29,Left Wing,Kingsley Coman,1996-06-13,21,France,Bayern Munich,1.Bundesliga
7,Left Wing,Franck Ribéry,1983-04-07,34,France,Bayern Munich,1.Bundesliga
10,Right Wing,Arjen Robben,1984-01-23,33,Netherlands,Bayern Munich,1.Bundesliga
25,Secondary Striker,Thomas Müller,1989-09-13,28,Germany,Bayern Munich,1.Bundesliga
9,Centre-Forward,Robert Lewandowski,1988-08-21,29,Poland,Bayern Munich,1.Bundesliga
2,Centre-Forward,Sandro Wagner,1987-11-29,30,Germany,Bayern Munich,1.Bundesliga
28,Centre-Forward,Kwasi Okyere Wriedt,1994-07-10,23,Ghana,Bayern Munich,1.Bundesliga
38,Keeper,Roman Bürki,1990-11-14,27,Switzerland,Bor. Dortmund,1.Bundesliga
1,Keeper,Roman Weidenfeller,1980-08-06,37,Germany,Bor. Dortmund,1.Bundesliga
35,Keeper,Dominik Reimann,1997-06-18,20,Germany,Bor. Dortmund,1.Bundesliga
25,Centre-Back,Sokratis,1988-06-09,29,Greece,Bor. Dortmund,1.Bundesliga
5,Centre-Back,Marc Bartra,1991-01-15,26,Spain,Bor. Dortmund,1.Bundesliga
36,Centre-Back,Ömer Toprak,1989-07-21,28,Turkey,Bor. Dortmund,1.Bundesliga
2,Centre-Back,Dan-Axel Zagadou,1999-06-03,18,France,Bor. Dortmund,1.Bundesliga
4,Centre-Back,Neven Subotic,1988-12-10,29,Serbia,Bor. Dortmund,1.Bundesliga
13,Left-Back,Raphaël Guerreiro,1993-12-22,24,Portugal,Bor. Dortmund,1.Bundesliga
29,Left-Back,Marcel Schmelzer,1988-01-22,29,Germany,Bor. Dortmund,1.Bundesliga
15,Right-Back,Jeremy Toljan,1994-08-08,23,Germany,Bor. Dortmund,1.Bundesliga
26,Right-Back,Lukasz Piszczek,1985-06-03,32,Poland,Bor. Dortmund,1.Bundesliga
37,Right-Back,Erik Durm,1992-05-12,25,Germany,Bor. Dortmund,1.Bundesliga
33,Defensive Midfield,Julian Weigl,1995-09-08,22,Germany,Bor. Dortmund,1.Bundesliga
8,Defensive Midfield,Nuri Sahin,1988-09-05,29,Turkey,Bor. Dortmund,1.Bundesliga
19,Central Midfield,Mahmoud Dahoud,1996-01-01,22,Germany,Bor. Dortmund,1.Bundesliga
27,Central Midfield,Gonzalo Castro,1987-06-11,30,Germany,Bor. Dortmund,1.Bundesliga
18,Central Midfield,Sebastian Rode,1990-10-11,27,Germany,Bor. Dortmund,1.Bundesliga
10,Attacking Midfield,Mario Götze,1992-06-03,25,Germany,Bor. Dortmund,1.Bundesliga
23,Attacking Midfield,Shinji Kagawa,1989-03-17,28,Japan,Bor. Dortmund,1.Bundesliga
11,Left Wing,Marco Reus,1989-05-31,28,Germany,Bor. Dortmund,1.Bundesliga
